id,subject,content,options,correct_answer,explanation,difficulty,created_at,active,area_tematica,tema,subtema,habilidad,origen
b056b19c-bf1f-4b65-b219-17beb7e8fd90,M2,Una muestra aleatoria de 36 observaciones de una población normal tiene una media muestral de 25 y una desviación estándar muestral de 6. Calcule un intervalo de confianza del 95% para la media poblacional.,"{""a"":""22 < μ < 28"",""b"":""23 < μ < 27"",""c"":""19 < μ < 31"",""d"":""24 < μ < 26""}",b,"Para un nivel de confianza del 95%, el valor crítico z es aproximadamente 1.96. El error estándar de la media es σ/√n = 6/√36 = 6/6 = 1. El intervalo de confianza es 25 ± 1.96·1 = 25 ± 1.96, es decir, 23.04 < μ < 26.96, que redondeado es 23 < μ < 27.",3,2025-04-14T20:44:40.345Z,true,Probabilidad y Estadística,Variables aleatorias,,Probabilidad y Estadística,AI Generated
09452927-c31e-460c-8f95-e2dff3c55fc4,M2,¿Cuál es el resultado de la expresión 8/1 + 4/8?,"{""a"":""8.5"",""b"":""17.0"",""c"":""9.5"",""d"":""7.5""}",a,La expresión 8/1 + 4/8 es igual a 8.5.,1,2025-04-14T20:44:40.345Z,true,Números,Conjunto de los numeros reales,,Números,AI Generated
eb7910a9-e4f1-4294-8fc0-d3c542d8a632,M2,Una muestra aleatoria de 36 observaciones de una población normal tiene una media muestral de 25 y una desviación estándar muestral de 6. Calcule un intervalo de confianza del 95% para la media poblacional.,"{""a"":""22 < μ < 28"",""b"":""23 < μ < 27"",""c"":""19 < μ < 31"",""d"":""24 < μ < 26""}",b,"Para un nivel de confianza del 95%, el valor crítico z es aproximadamente 1.96. El error estándar de la media es σ/√n = 6/√36 = 6/6 = 1. El intervalo de confianza es 25 ± 1.96·1 = 25 ± 1.96, es decir, 23.04 < μ < 26.96, que redondeado es 23 < μ < 27.",3,2025-04-14T20:44:40.345Z,true,Probabilidad y Estadística,Variables aleatorias,,Probabilidad y Estadística,AI Generated
5d6d22ff-0331-4b63-b2a4-f1927a07ee95,M2,¿Cuál es el dominio de la función f(x) = 1/(x - -1)?,"{""a"":""(-∞, -3]"",""b"":""ℝ - {-1} (todos los números reales excepto -1)"",""c"":""ℝ - {-5}"",""d"":""[-2, +∞)""}",b,El dominio de f(x) = 1/(x - -1) es ℝ - {-1} (todos los números reales excepto -1).,2,2025-04-14T20:44:40.345Z,true,Álgebra,Funciones,,Álgebra y Funciones,AI Generated
e872c271-ceb3-40a7-bb36-9cfa8d82e39c,M2,Se lanza un dado equilibrado 4 veces. ¿Cuál es la probabilidad de obtener exactamente 3 veces el número 3?,"{""a"":""1/54"",""b"":""1/54"",""c"":""0.0154"",""d"":""0.0039""}",c,"La probabilidad de obtener exactamente 3 veces el número 3 en 4 lanzamientos de un dado sigue una distribución binomial con n=4 y p=1/6. Aplicando la fórmula, obtenemos 0.0154.",2,2025-04-14T20:44:40.345Z,true,Probabilidad y Estadística,Variables aleatorias,,Probabilidad y Estadística,AI Generated
053bb3e3-401a-4868-86bd-f54e11935adf,M2,"Si f(x) = 10^x y f(p) = 100000, ¿cuál es el valor de p?","{""a"":""100000"",""b"":""log_10(5)"",""c"":""0.2"",""d"":""5""}",d,"Si f(x) = 10^x y f(p) = 100000, entonces 10^p = 100000. Aplicando logaritmo base 10 a ambos lados: p = 5.",4,2025-04-14T20:44:40.345Z,true,Álgebra,Funciones,,Álgebra y Funciones,AI Generated
45f5127e-2897-4c4d-aac4-5b963e6f7425,M2,¿Cuál es la solución de la ecuación 4x²  -3x  -10 = 0?,"{""a"":""x = 5 o x = -2"",""b"":""x = 4 o x = -3"",""c"":""x = -5 o x = 2"",""d"":""x = 6 o x = -1""}",a,La ecuación 4x²  -3x  -10 = 0 tiene dos soluciones reales: x = 5 y x = -2.,2,2025-04-14T20:44:40.345Z,true,Álgebra,Ecuaciones de segundo grado,,Álgebra y Funciones,AI Generated
916a5110-de4b-4ab7-b150-3f9cfbe074cd,M2,"Si se aplica una homotecia de razón 2.5 a un cuadrado de lado 4 cm, ¿cuál será el área del cuadrado resultante?","{""a"":""200.0"",""b"":""99.0"",""c"":""100.0"",""d"":""101.0""}",c,"Cuando se aplica una homotecia de razón 2.5 a un cuadrado de lado 4 cm, el nuevo lado mide 2.5 × 4 cm = 10.0 cm. Por lo tanto, el área del nuevo cuadrado es 10.0 cm × 10.0 cm = 100.0 cm².",1,2025-04-14T20:44:40.345Z,true,Geometría,Homotecia de figuras,,Geometría,AI Generated
e8d8f1a5-eafa-46ab-8db2-935efc0e3dc9,M2,¿Cuál es el valor de x en la ecuación 10^x = 10000?,"{""a"":""10000"",""b"":""log_10(4)"",""c"":""0.25"",""d"":""4""}",d,"Para resolver 10^x = 10000, aplicamos logaritmo base 10 a ambos lados: log_10(10^x) = log_10(10000). Por propiedad de logaritmos, x = 4.",4,2025-04-14T20:44:40.345Z,true,Números,Conjunto de los numeros reales,,Números,AI Generated
0064090a-10d3-48d0-a777-ccc74c53709f,M2,"Si la raíz cuadrada de un número es 4, ¿cuál es el número?","{""a"":""16"",""b"":""32"",""c"":""15"",""d"":""17""}",a,"Si la raíz cuadrada de un número es 4, entonces el número es 4² = 16.",1,2025-04-14T20:44:40.345Z,true,Números,Conjunto de los numeros reales,,Números,AI Generated
50d0bb67-cd2b-4c3a-b73e-40b396d1113c,M2,"¿Cuál es la expresión analítica de la siguiente función? Una función lineal con pendiente 3 y que pasa por el punto (2, -1)","{""a"":""f(x) = 3x - 7"",""b"":""f(x) = -3x + 5"",""c"":""f(x) = 2x - 5"",""d"":""f(x) = 3x + 5""}",a,"La forma general de una función lineal es f(x) = mx + b, donde m es la pendiente. Con m = 3 y el punto (2, -1), tenemos -1 = 3·2 + b, de donde b = -7. Por lo tanto, f(x) = 3x - 7.",5,2025-04-14T20:44:40.345Z,true,Álgebra,Funciones,,Álgebra y Funciones,AI Generated
27afb2c4-b036-443f-b20a-1c1bb9493756,M2,"En un análisis de varianza de un factor, se obtiene un estadístico F = 3.5 con 2 grados de libertad en el numerador y 27 en el denominador. Para un nivel de significación α = 0.05, ¿cuál es la conclusión?","{""a"":""No se rechaza la hipótesis nula de igualdad de medias"",""b"":""Se rechaza la hipótesis alternativa de igualdad de medias"",""c"":""Se rechaza la hipótesis nula de igualdad de medias"",""d"":""No hay suficiente información para tomar una decisión""}",c,"El valor crítico de F para α = 0.05 con 2 y 27 grados de libertad es aproximadamente 3.35. Como el estadístico F = 3.5 > 3.35, se rechaza la hipótesis nula de igualdad de medias entre los grupos.",5,2025-04-14T20:44:40.345Z,true,Probabilidad y Estadística,Medidas de dispersion,,Probabilidad y Estadística,AI Generated
9be50e0f-9356-41e7-8f04-a6a350470fc8,M2,¿Cómo afecta el tamaño de la muestra al error estándar de la media muestral?,"{""a"":""El error estándar de la media es directamente proporcional a la raíz cuadrada del tamaño de la muestra"",""b"":""El error estándar de la media es inversamente proporcional a la raíz cuadrada del tamaño de la muestra"",""c"":""El error estándar de la media es inversamente proporcional al tamaño de la muestra"",""d"":""El error estándar de la media no depende del tamaño de la muestra""}",b,"El error estándar de la media se calcula como σ/√n, donde σ es la desviación estándar poblacional y n es el tamaño de la muestra. Por lo tanto, el error estándar disminuye en proporción a la raíz cuadrada del tamaño de la muestra.",4,2025-04-14T20:44:40.345Z,true,Probabilidad y Estadística,Variables aleatorias,,Probabilidad y Estadística,AI Generated
f308b480-295d-4b58-9580-71cd56f785d9,M2,Un rectángulo tiene un perímetro de 36 cm y un ancho de 8 cm. ¿Cuál es su área?,"{""a"":""88.0"",""b"":""-80.0"",""c"":""80.0"",""d"":""72.0""}",c,"El perímetro de un rectángulo es 2(largo + ancho). Si el perímetro es 36 cm y el ancho es 8 cm, entonces el largo es 10.0 cm y el área es 8 cm × 10.0 cm = 80.0 cm².",2,2025-04-14T20:44:40.345Z,true,Geometría,Triángulos y cuadriláteros,,Geometría,AI Generated
40e15f33-f4e8-49fe-ac09-b3e8a3b1d0c4,M2,Una circunferencia tiene un radio de 6 cm. ¿Cuál es su área y su perímetro?,"{""a"":""Área: 36π cm², Perímetro: 6π cm"",""b"":""Área: 36π cm², Perímetro: 12π cm"",""c"":""Área: 12π cm², Perímetro: 6π cm"",""d"":""Área: 36 cm², Perímetro: 12π cm""}",b,El área de una circunferencia de radio r es A = πr² = π·6² = 36π cm². El perímetro (o longitud de circunferencia) es C = 2πr = 2π·6 = 12π cm.,3,2025-04-14T20:44:40.345Z,true,Geometría,Círculos y circunferencias,,Geometría,AI Generated
8bda2f84-e83b-4233-acf8-c8a954334e6d,M2,"¿Cuál es la distancia del punto (2, 3) a la recta 3x - 4y + 8 = 0?","{""a"":""1"",""b"":""5"",""c"":""3"",""d"":""2""}",d,"La distancia de un punto P(x₀, y₀) a una recta ax + by + c = 0 se calcula como d = |ax₀ + by₀ + c|/√(a² + b²). Con P(2, 3) y la recta 3x - 4y + 8 = 0, tenemos d = |3·2 - 4·3 + 8|/√(3² + (-4)²) = |6 - 12 + 8|/√(9 + 16) = |2|/√25 = 2/5.",4,2025-04-14T20:44:40.345Z,true,Geometría,Coordenadas en el plano,,Geometría,AI Generated
2cfa0c68-13cc-4a63-bb77-e77125afadb2,M2,"Para la función f(x) = -2x² + -1x + -3, ¿cuál es su vértice y cuántas raíces reales tiene?","{""a"":""Vértice: (-0.25, -2.88); no tiene raíces reales"",""b"":""Vértice: (0.25, -2.88); no tiene raíces reales"",""c"":""Vértice: (-0.25, 2.88); una raíz real"",""d"":""Vértice: (0.25, -3.38); dos raíces reales""}",a,"El vértice de una función cuadrática f(x) = ax² + bx + c se calcula como (-b/(2a), f(-b/(2a))). Para f(x) = -2x² + -1x + -3, el vértice es (-0.25, -2.88). El número de raíces reales depende del discriminante b² - 4ac: si es positivo, hay dos raíces; si es cero, hay una raíz doble; si es negativo, no hay raíces reales. En este caso, el discriminante es -23, por lo que la función tiene no tiene raíces reales.",3,2025-04-14T20:44:40.345Z,true,Álgebra,Ecuaciones de segundo grado,,Álgebra y Funciones,AI Generated
430a8a5d-58e6-47fd-84b9-562dc73cd817,M2,¿Cuál es el valor de x en la ecuación log_3(x) = 4?,"{""a"":""12"",""b"":""64"",""c"":""1.3333333333333333"",""d"":""81""}",d,"Para resolver log_3(x) = 4, despejamos x: x = 3^4 = 81.",4,2025-04-14T20:44:40.345Z,true,Números,Conjunto de los numeros reales,,Números,AI Generated
1505ee14-3e81-4210-a341-0df1b9d1b2ce,M2,"En una progresión aritmética, el primer término es 7 y la diferencia común es 5. ¿Cuál es el término número 17?","{""a"":""92"",""b"":""5340576171875"",""c"":""119"",""d"":""87""}",d,"En una progresión aritmética, el término n-ésimo se calcula como aₙ = a₁ + (n-1)d. Por lo tanto, a_17 = 7 + (17-1)·5 = 7 + 16·5 = 87.",4,2025-04-14T20:44:40.345Z,true,Números,Conjunto de los numeros reales,,Números,AI Generated
8114355c-5f69-4156-ad4a-0db0d31a4353,M2,"¿Cuál es la ecuación de la circunferencia con centro en el punto (3, -2) y radio 4?","{""a"":""(x - 3)² + (y - 2)² = 16"",""b"":""x² + y² - 6x + 4y = 16"",""c"":""(x + 3)² + (y - 2)² = 16"",""d"":""(x - 3)² + (y + 2)² = 16""}",d,"La ecuación de una circunferencia con centro (h, k) y radio r es (x - h)² + (y - k)² = r². Con centro (3, -2) y radio 4, tenemos (x - 3)² + (y - (-2))² = 4², es decir, (x - 3)² + (y + 2)² = 16.",3,2025-04-14T20:44:40.345Z,true,Geometría,Círculos y circunferencias,,Geometría,AI Generated
dfe08146-72bf-4211-a3a7-bd79e228f700,M2,"En una cadena de Markov, si la matriz de transición es P y la distribución inicial es π₀, ¿cómo se calcula la distribución después de dos transiciones?","{""a"":""π₂ = π₀P"",""b"":""π₂ = (π₀P)²"",""c"":""π₂ = π₀P²"",""d"":""π₂ = π₀ + P + P²""}",c,"En una cadena de Markov, si πₙ es la distribución después de n transiciones, entonces πₙ = π₀Pⁿ. Para n = 2, tenemos π₂ = π₀P².",5,2025-04-14T20:44:40.345Z,true,Probabilidad y Estadística,Probabilidad condicional,,Probabilidad y Estadística,AI Generated
142fa32d-22d1-4674-99a1-2703d245952c,M2,"En un análisis de varianza de un factor, se obtiene un estadístico F = 3.5 con 2 grados de libertad en el numerador y 27 en el denominador. Para un nivel de significación α = 0.05, ¿cuál es la conclusión?","{""a"":""Se rechaza la hipótesis alternativa de igualdad de medias"",""b"":""No hay suficiente información para tomar una decisión"",""c"":""Se rechaza la hipótesis nula de igualdad de medias"",""d"":""No se rechaza la hipótesis nula de igualdad de medias""}",c,"El valor crítico de F para α = 0.05 con 2 y 27 grados de libertad es aproximadamente 3.35. Como el estadístico F = 3.5 > 3.35, se rechaza la hipótesis nula de igualdad de medias entre los grupos.",5,2025-04-14T20:44:40.345Z,true,Probabilidad y Estadística,Medidas de dispersion,,Probabilidad y Estadística,AI Generated
9489a939-48ac-4335-b7ac-6f901a6d7cec,M2,Se lanza un dado equilibrado 5 veces. ¿Cuál es la probabilidad de obtener exactamente 2 veces el número 3?,"{""a"":""0.1608"",""b"":""0.1929"",""c"":""0.1608"",""d"":""625/3888""}",a,"La probabilidad de obtener exactamente 2 veces el número 3 en 5 lanzamientos de un dado sigue una distribución binomial con n=5 y p=1/6. Aplicando la fórmula, obtenemos 0.1608.",2,2025-04-14T20:44:40.345Z,true,Probabilidad y Estadística,Variables aleatorias,,Probabilidad y Estadística,AI Generated
89b16e6a-6269-49d2-abf3-e3735e6f3735,M2,Un rectángulo tiene un perímetro de 24 cm y un ancho de 3 cm. ¿Cuál es su área?,"{""a"":""-27.0"",""b"":""27.0"",""c"":""24.3"",""d"":""29.7""}",b,"El perímetro de un rectángulo es 2(largo + ancho). Si el perímetro es 24 cm y el ancho es 3 cm, entonces el largo es 9.0 cm y el área es 3 cm × 9.0 cm = 27.0 cm².",2,2025-04-14T20:44:40.345Z,true,Geometría,Triángulos y cuadriláteros,,Geometría,AI Generated
e025c6d7-7fa7-46cd-8488-19b5a1949bbb,M2,"Si z₁ = 7 + 7i y z₂ = 1 + 5i, ¿cuál es el valor de z₁ · z₂?","{""a"":""-28i + 42"",""b"":""42 + 28i"",""c"":""-28 + 42i"",""d"":""7 + 35i""}",c,z₁ · z₂ = (7 + 7i) · (1 + 5i) = 7·1 + 7·5i + 7i·1 + 7i·5i = 7·1 + 7·5i + 7·1i + 7·5·i² = 7·1 + 7·5i + 7·1i - 7·5 = -28 + 42i,4,2025-04-14T20:44:40.345Z,true,Números,Conjunto de los numeros reales,,Números,AI Generated
93c05a06-4d2c-4aac-bd9c-0cd3a8f510ff,M2,"En un plano cartesiano, ¿cuál es la distancia entre los puntos (2, 3) y (5, 7)?","{""a"":""6"",""b"":""10"",""c"":""4"",""d"":""5""}",d,"La distancia entre los puntos (2, 3) y (5, 7) se calcula con la fórmula d = √[(x₂ - x₁)² + (y₂ - y₁)²] = √[(5 - 2)² + (7 - 3)²] = √[9 + 16] = 5.",1,2025-04-14T20:44:40.345Z,true,Geometría,Coordenadas en el plano,,Geometría,AI Generated
670a327a-6f2f-4ed7-8787-7fcc103742e9,M2,"Una colección completa consta de 5 cromos diferentes. Los cromos se venden individualmente en sobres cerrados, con igual probabilidad para cada cromo. ¿Cuál es el número esperado de sobres que hay que comprar para completar la colección?","{""a"":""25"",""b"":""5"",""c"":""11.4"",""d"":""15""}",c,"El número esperado de sobres para completar una colección se puede calcular como E[X] = n·(1/1 + 1/2 + ... + 1/n), donde n es el número total de cromos. Para n = 5, E[X] = 5·(1 + 1/2 + 1/3 + 1/4 + 1/5) = 5·2.28 = 11.4.",5,2025-04-14T20:44:40.345Z,true,Probabilidad y Estadística,Probabilidad condicional,,Probabilidad y Estadística,AI Generated
f3114e91-5827-48bb-935a-3ab21b2b13d2,M2,¿Cuál es el valor de x en la ecuación log_10(x) = 2?,"{""a"":""20"",""b"":""100"",""c"":""0.2"",""d"":""1024""}",b,"Para resolver log_10(x) = 2, despejamos x: x = 10^2 = 100.",4,2025-04-14T20:44:40.345Z,true,Números,Conjunto de los numeros reales,,Números,AI Generated
eea29c66-d43d-45a6-971a-707322f15070,M2,¿Cuál es el dominio de la función f(x) = √(x - -8)?,"{""a"":""(-8, +∞)"",""b"":""ℝ (todos los números reales)"",""c"":""[-8, +∞) (números reales mayores o iguales a -8)"",""d"":""[-9, +∞)""}",c,"El dominio de f(x) = √(x - -8) es [-8, +∞) (números reales mayores o iguales a -8).",2,2025-04-14T20:44:40.345Z,true,Álgebra,Funciones,,Álgebra y Funciones,AI Generated
43c61fc3-ae58-4a5a-ba96-f14b191ca3fa,M2,¿Cuál es la solución de la ecuación 2x²  -1x  -12 = 0?,"{""a"":""x = 5 o x = -2"",""b"":""x = -4 o x = 3"",""c"":""x = 4 o x = -3"",""d"":""x = 3 o x = -4""}",c,La ecuación 2x²  -1x  -12 = 0 tiene dos soluciones reales: x = 4 y x = -3.,2,2025-04-14T20:44:40.345Z,true,Álgebra,Ecuaciones de segundo grado,,Álgebra y Funciones,AI Generated
81e072fc-8165-4c1a-a82c-ded88bdc70be,M2,¿Cuál es el resultado de la expresión √(9² + 9²)?,"{""a"":""11.73"",""b"":""12.73"",""c"":""13.73"",""d"":""25.46""}",b,La expresión √(9² + 9²) es igual a 12.73.,1,2025-04-14T20:44:40.345Z,true,Números,Conjunto de los numeros reales,,Números,AI Generated
6a7c61b8-e4b4-4dcb-8163-ee60078c80a1,M2,¿Cuál es la solución de la ecuación 2x²  -1x  -12 = 0?,"{""a"":""x = 3 o x = -4"",""b"":""x = 4 o x = -3"",""c"":""x = -4 o x = 3"",""d"":""x = 5 o x = -2""}",b,La ecuación 2x²  -1x  -12 = 0 tiene dos soluciones reales: x = 4 y x = -3.,2,2025-04-14T20:44:40.345Z,true,Álgebra,Ecuaciones de segundo grado,,Álgebra y Funciones,AI Generated
8d7bff24-5c44-4c9a-9cef-d3868fdc8663,M2,¿Cuál es la solución de la ecuación 4x²  -1x  -2 = 0?,"{""a"":""x = 2 o x = -1"",""b"":""x = -2 o x = 1"",""c"":""x = 1 o x = -2"",""d"":""x = 3 o x = 0""}",a,La ecuación 4x²  -1x  -2 = 0 tiene dos soluciones reales: x = 2 y x = -1.,2,2025-04-14T20:44:40.345Z,true,Álgebra,Ecuaciones de segundo grado,,Álgebra y Funciones,AI Generated
e1e15f7f-54b4-4bce-9911-519ce2eb97d5,M2,"Si la raíz cuadrada de un número es 7, ¿cuál es el número?","{""a"":""49"",""b"":""98"",""c"":""48"",""d"":""50""}",a,"Si la raíz cuadrada de un número es 7, entonces el número es 7² = 49.",1,2025-04-14T20:44:40.345Z,true,Números,Conjunto de los numeros reales,,Números,AI Generated
76f0986c-1aa5-4b89-a005-56819485c787,M2,"Si f(x) = 2|x| + -8, ¿cuál es el valor de f(2)?","{""a"":""4"",""b"":""-4"",""c"":""-4.4"",""d"":""-3.6""}",b,"Si f(x) = 2|x| + -8, entonces f(2) = -4.",2,2025-04-14T20:44:40.345Z,true,Álgebra,Funciones,,Álgebra y Funciones,AI Generated
6c3218bd-29c3-4c7a-8d37-9be9d8dbee84,M2,"Si se aplica una homotecia de razón 0.5 a un cuadrado de lado 2 cm, ¿cuál será el área del cuadrado resultante?","{""a"":""2.0"",""b"":""1.0"",""c"":""2.0"",""d"":""0.0""}",b,"Cuando se aplica una homotecia de razón 0.5 a un cuadrado de lado 2 cm, el nuevo lado mide 0.5 × 2 cm = 1.0 cm. Por lo tanto, el área del nuevo cuadrado es 1.0 cm × 1.0 cm = 1.0 cm².",1,2025-04-14T20:44:40.345Z,true,Geometría,Homotecia de figuras,,Geometría,AI Generated
0db3ccfe-3b86-4022-a764-5dd43cdae603,M2,"¿Cuál es la ecuación de la recta que pasa por el punto (1, -2) y es paralela a la recta 2x - 3y = 6?","{""a"":""2x - 3y = 4"",""b"":""2x - 3y = 6"",""c"":""2x + 3y = 8"",""d"":""2x - 3y = 8""}",d,"La recta 2x - 3y = 6 tiene pendiente m = 2/3. Una recta paralela tendrá la misma pendiente. La ecuación de una recta con pendiente m que pasa por el punto (x₀, y₀) es y - y₀ = m(x - x₀). Con m = 2/3 y (x₀, y₀) = (1, -2), tenemos y - (-2) = (2/3)(x - 1), es decir, y + 2 = (2/3)x - 2/3, lo que da 3y + 6 = 2x - 2, o 2x - 3y = 8.",4,2025-04-14T20:44:40.345Z,true,Geometría,Coordenadas en el plano,,Geometría,AI Generated
9094ee61-8d3b-4f67-9adc-220fe3a08a66,M2,Un rectángulo tiene un perímetro de 48 cm y un ancho de 2 cm. ¿Cuál es su área?,"{""a"":""-44.0"",""b"":""44.0"",""c"":""48.4"",""d"":""39.6""}",b,"El perímetro de un rectángulo es 2(largo + ancho). Si el perímetro es 48 cm y el ancho es 2 cm, entonces el largo es 22.0 cm y el área es 2 cm × 22.0 cm = 44.0 cm².",2,2025-04-14T20:44:40.345Z,true,Geometría,Triángulos y cuadriláteros,,Geometría,AI Generated
7ff74319-8e19-4d6b-bdcb-071ee4ed3a8e,M2,"Una figura está formada por un rectángulo de base 8 cm y altura 6 cm, y un semicírculo de diámetro 8 cm adosado a uno de los lados del rectángulo. ¿Cuál es el área total de la figura?","{""a"":""48 + 4π cm²"",""b"":""48 + 16π cm²"",""c"":""64 cm²"",""d"":""48 + 8π cm²""}",d,"El área del rectángulo es base × altura = 8 cm × 6 cm = 48 cm². El área del semicírculo es (πr²)/2 = (π·4²)/2 = 8π cm². Por lo tanto, el área total es 48 + 8π cm².",4,2025-04-14T20:44:40.345Z,true,Geometría,Triángulos y cuadriláteros,,Geometría,AI Generated
4b31afed-808a-41d8-8424-629ba34b9fbf,M2,¿Qué representa la varianza entre grupos en un análisis de varianza?,"{""a"":""La variabilidad debida a las diferencias dentro de cada grupo"",""b"":""La variabilidad debida a las diferencias entre las medias de los grupos"",""c"":""La variabilidad explicada por factores aleatorios"",""d"":""La variabilidad total de los datos""}",b,"En un ANOVA, la varianza total se descompone en dos partes: la varianza entre grupos (debida a las diferencias entre las medias de los grupos) y la varianza dentro de grupos (debida a la variabilidad dentro de cada grupo). La varianza entre grupos mide cuánto difieren las medias de los grupos entre sí.",5,2025-04-14T20:44:40.345Z,true,Probabilidad y Estadística,Medidas de dispersion,,Probabilidad y Estadística,AI Generated
